Step 1 | loss: 3.8825724124908447
Step 43 | learning_rate: 9.68888888888889e-05
Step 43 | epoch: 0.09555555555555556
Step 44 | loss: 4.339478015899658
Step 44 | grad_norm: 1.439906358718872
Step 44 | learning_rate: 9.681481481481482e-05
Step 44 | epoch: 0.09777777777777778
Step 45 | loss: 3.9464917182922363
Step 45 | grad_norm: 1.120229721069336
Step 45 | learning_rate: 9.674074074074074e-05
Step 45 | epoch: 0.1
Step 46 | loss: 4.534289836883545
Step 46 | grad_norm: 1.212032437324524
Step 46 | learning_rate: 9.666666666666667e-05
Step 46 | epoch: 0.10222222222222223
Step 47 | loss: 4.814061164855957
Step 47 | grad_norm: 1.1190013885498047
Step 47 | learning_rate: 9.65925925925926e-05
Step 47 | epoch: 0.10444444444444445
Step 48 | loss: 4.027233600616455
Step 48 | grad_norm: 1.7840704917907715
Step 48 | learning_rate: 9.651851851851851e-05
Step 48 | epoch: 0.10666666666666667
Step 49 | loss: 3.891744613647461
Step 49 | grad_norm: 2.2390565872192383
Step 49 | learning_rate: 9.644444444444445e-05
Step 49 | epoch: 0.10888888888888888
Step 50 | loss: 3.6581733226776123
Step 50 | grad_norm: 1.154137372970581
Step 50 | learning_rate: 9.637037037037037e-05
Step 50 | epoch: 0.1111111111111111
Step 51 | loss: 4.108232021331787
Step 51 | grad_norm: 1.6643890142440796
Step 51 | learning_rate: 9.62962962962963e-05
Step 51 | epoch: 0.11333333333333333
Step 52 | loss: 3.849377155303955
Step 52 | grad_norm: 1.0835741758346558
Step 52 | learning_rate: 9.622222222222222e-05
Step 52 | epoch: 0.11555555555555555
Step 53 | loss: 2.828341484069824
Step 53 | grad_norm: 1.157331109046936
Step 53 | learning_rate: 9.614814814814816e-05
Step 53 | epoch: 0.11777777777777777
Step 54 | loss: 4.349862575531006
Step 54 | grad_norm: 1.374178171157837
Step 54 | learning_rate: 9.607407407407408e-05
Step 54 | epoch: 0.12
Step 55 | loss: 3.975872278213501
Step 55 | grad_norm: 1.6332379579544067
Step 55 | learning_rate: 9.6e-05
Step 55 | epoch: 0.12222222222222222
Step 56 | loss: 3.568183183670044
Step 56 | grad_norm: 1.3546451330184937
Step 56 | learning_rate: 9.592592592592593e-05
Step 56 | epoch: 0.12444444444444444
Step 57 | loss: 4.274105072021484
Step 57 | grad_norm: 1.2447818517684937
Step 57 | learning_rate: 9.585185185185186e-05
Step 57 | epoch: 0.12666666666666668
Step 58 | loss: 4.43926477432251
Step 58 | grad_norm: 1.1668039560317993
Step 58 | learning_rate: 9.577777777777777e-05
Step 58 | epoch: 0.1288888888888889
Step 59 | loss: 4.182045936584473
Step 59 | grad_norm: 1.3581849336624146
Step 59 | learning_rate: 9.570370370370371e-05
Step 59 | epoch: 0.13111111111111112
Step 60 | loss: 4.47755765914917
Step 60 | grad_norm: 1.455063819885254
Step 60 | learning_rate: 9.562962962962963e-05
Step 60 | epoch: 0.13333333333333333
Step 61 | loss: 3.8266899585723877
Step 61 | grad_norm: 1.399250864982605
Step 61 | learning_rate: 9.555555555555557e-05
Step 61 | epoch: 0.13555555555555557
Step 62 | loss: 3.7535400390625
Step 62 | grad_norm: 1.3973151445388794
Step 62 | learning_rate: 9.548148148148148e-05
Step 62 | epoch: 0.13777777777777778
Step 63 | loss: 3.3450980186462402
Step 63 | grad_norm: 1.3400243520736694
Step 63 | learning_rate: 9.540740740740741e-05
Step 63 | epoch: 0.14
Step 64 | loss: 3.757127285003662
Step 64 | grad_norm: 1.2216986417770386
Step 64 | learning_rate: 9.533333333333334e-05
Step 64 | epoch: 0.14222222222222222
Step 65 | loss: 3.721895933151245
Step 65 | grad_norm: 1.22819185256958
Step 65 | learning_rate: 9.525925925925926e-05
Step 65 | epoch: 0.14444444444444443
Step 66 | loss: 3.354269504547119
Step 66 | grad_norm: 1.566773772239685
Step 66 | learning_rate: 9.518518518518518e-05
Step 66 | epoch: 0.14666666666666667
Step 67 | loss: 3.992697238922119
Step 67 | grad_norm: 1.3139585256576538
Step 67 | learning_rate: 9.511111111111112e-05
Step 67 | epoch: 0.14888888888888888
Step 68 | loss: 3.8138370513916016
Step 68 | grad_norm: 1.2285187244415283
Step 68 | learning_rate: 9.503703703703704e-05
Step 68 | epoch: 0.1511111111111111
Step 69 | loss: 4.066997528076172
Step 69 | grad_norm: 1.6318150758743286
Step 69 | learning_rate: 9.496296296296297e-05
Step 69 | epoch: 0.15333333333333332
Step 70 | loss: 4.02439022064209
Step 70 | grad_norm: 4.557684421539307
Step 70 | learning_rate: 9.488888888888889e-05
Step 70 | epoch: 0.15555555555555556
Step 71 | loss: 3.7974257469177246
Step 71 | grad_norm: 1.4097802639007568
Step 71 | learning_rate: 9.481481481481483e-05
Step 71 | epoch: 0.15777777777777777
Step 72 | loss: 4.203771591186523
Step 72 | grad_norm: 1.5307354927062988
Step 72 | learning_rate: 9.474074074074074e-05
Step 72 | epoch: 0.16
Step 73 | loss: 3.4423439502716064
Step 73 | grad_norm: 1.2311533689498901
Step 73 | learning_rate: 9.466666666666667e-05
Step 73 | epoch: 0.1622222222222222
Step 74 | loss: 3.5653882026672363
Step 74 | grad_norm: 1.1143124103546143
Step 74 | learning_rate: 9.45925925925926e-05
Step 74 | epoch: 0.16444444444444445
Step 75 | loss: 3.4396770000457764
Step 75 | grad_norm: 1.5754648447036743
Step 75 | learning_rate: 9.451851851851853e-05
Step 75 | epoch: 0.16666666666666666
Step 76 | loss: 3.6380443572998047
Step 76 | grad_norm: 1.5151336193084717
Step 76 | learning_rate: 9.444444444444444e-05
Step 76 | epoch: 0.1688888888888889
Step 77 | loss: 3.8757874965667725
Step 77 | grad_norm: 1.571885585784912
Step 77 | learning_rate: 9.437037037037038e-05
Step 77 | epoch: 0.1711111111111111
Step 78 | loss: 3.991131544113159
Step 78 | grad_norm: 1.6385451555252075
Step 78 | learning_rate: 9.42962962962963e-05
Step 78 | epoch: 0.17333333333333334
Step 79 | loss: 3.943796396255493
Step 79 | grad_norm: 1.5897687673568726
Step 79 | learning_rate: 9.422222222222223e-05
Step 79 | epoch: 0.17555555555555555
Step 80 | loss: 4.667328357696533
Step 80 | grad_norm: 2.2171921730041504
Step 80 | learning_rate: 9.414814814814815e-05
Step 80 | epoch: 0.17777777777777778
Step 81 | loss: 3.723485231399536
Step 81 | grad_norm: 1.8995674848556519
Step 81 | learning_rate: 9.407407407407408e-05
Step 81 | epoch: 0.18
Step 82 | loss: 4.146180629730225
Step 82 | grad_norm: 1.464826226234436
Step 82 | learning_rate: 9.4e-05
Step 82 | epoch: 0.18222222222222223
Step 83 | loss: 3.539597988128662
Step 83 | grad_norm: 1.3028985261917114
Step 83 | learning_rate: 9.392592592592593e-05
Step 83 | epoch: 0.18444444444444444
Step 84 | loss: 3.8142526149749756
Step 84 | grad_norm: 1.7592628002166748
Step 84 | learning_rate: 9.385185185185185e-05
Step 84 | epoch: 0.18666666666666668
Step 85 | loss: 3.5494673252105713
Step 85 | grad_norm: 1.734412670135498
Step 85 | learning_rate: 9.377777777777779e-05
Step 85 | epoch: 0.18888888888888888
Step 86 | loss: 3.486077070236206
Step 86 | grad_norm: 1.6967214345932007
Step 86 | learning_rate: 9.37037037037037e-05
Step 86 | epoch: 0.19111111111111112
Step 87 | loss: 3.7985832691192627
Step 87 | grad_norm: 1.6521555185317993
Step 87 | learning_rate: 9.362962962962964e-05
Step 87 | epoch: 0.19333333333333333
Step 88 | loss: 3.7112646102905273
Step 88 | grad_norm: 1.3830304145812988
Step 88 | learning_rate: 9.355555555555556e-05
Step 88 | epoch: 0.19555555555555557
Step 89 | loss: 3.7696311473846436
Step 89 | grad_norm: 2.8073995113372803
Step 89 | learning_rate: 9.348148148148148e-05
Step 89 | epoch: 0.19777777777777777
Step 90 | loss: 3.3731696605682373
Step 90 | grad_norm: 1.5180929899215698
Step 90 | learning_rate: 9.34074074074074e-05
Step 90 | epoch: 0.2
Step 91 | loss: 2.8009896278381348
Step 91 | grad_norm: 1.6272759437561035
Step 91 | learning_rate: 9.333333333333334e-05
Step 91 | epoch: 0.20222222222222222
Step 92 | loss: 4.161782264709473
Step 92 | grad_norm: 1.5595366954803467
Step 92 | learning_rate: 9.325925925925927e-05
Step 92 | epoch: 0.20444444444444446
Step 93 | loss: 3.7465336322784424
Step 93 | grad_norm: 1.5317718982696533
Step 93 | learning_rate: 9.318518518518519e-05
Step 93 | epoch: 0.20666666666666667
Step 94 | loss: 4.205402851104736
Step 94 | grad_norm: 1.4327483177185059
Step 94 | learning_rate: 9.311111111111111e-05
Step 94 | epoch: 0.2088888888888889
Step 95 | loss: 4.219191551208496
Step 95 | grad_norm: 1.919640302658081
Step 95 | learning_rate: 9.303703703703705e-05
Step 95 | epoch: 0.2111111111111111
Step 96 | loss: 3.209543228149414
Step 96 | grad_norm: 1.2846076488494873
Step 96 | learning_rate: 9.296296296296296e-05
Step 96 | epoch: 0.21333333333333335
Step 97 | loss: 4.252536773681641
Step 97 | grad_norm: 1.5924679040908813
Step 97 | learning_rate: 9.28888888888889e-05
Step 97 | epoch: 0.21555555555555556
Step 98 | loss: 3.7931740283966064
Step 98 | grad_norm: 1.596725344657898
Step 98 | learning_rate: 9.281481481481482e-05
Step 98 | epoch: 0.21777777777777776
Step 99 | loss: 4.909218788146973
Step 99 | grad_norm: 2.0177884101867676
Step 99 | learning_rate: 9.274074074074076e-05
Step 99 | epoch: 0.22
Step 100 | loss: 4.542860507965088
Step 100 | grad_norm: 1.8439149856567383
Step 100 | learning_rate: 9.266666666666666e-05
Step 100 | epoch: 0.2222222222222222
Step 101 | loss: 3.473583936691284
Step 101 | grad_norm: 1.3138693571090698
Step 101 | learning_rate: 9.25925925925926e-05
Step 101 | epoch: 0.22444444444444445
Step 102 | loss: 3.4396753311157227
Step 102 | grad_norm: 1.4860813617706299
Step 102 | learning_rate: 9.251851851851852e-05
Step 102 | epoch: 0.22666666666666666
Step 103 | loss: 3.256979465484619
Step 103 | grad_norm: 1.4108541011810303
Step 103 | learning_rate: 9.244444444444445e-05
Step 103 | epoch: 0.2288888888888889
Step 104 | loss: 3.37676739692688
Step 104 | grad_norm: 1.582767367362976
Step 104 | learning_rate: 9.237037037037037e-05
Step 104 | epoch: 0.2311111111111111
Step 105 | loss: 3.945695161819458
Step 105 | grad_norm: 1.5436115264892578
Step 105 | learning_rate: 9.229629629629631e-05
Step 105 | epoch: 0.23333333333333334
Step 106 | loss: 3.7575583457946777
Step 106 | grad_norm: 1.6197072267532349
Step 106 | learning_rate: 9.222222222222223e-05
Step 106 | epoch: 0.23555555555555555
Step 107 | loss: 3.9457080364227295
Step 107 | grad_norm: 1.8088905811309814
Step 107 | learning_rate: 9.214814814814815e-05
Step 107 | epoch: 0.23777777777777778
Step 108 | loss: 3.5145480632781982
Step 108 | grad_norm: 1.5010429620742798
Step 108 | learning_rate: 9.207407407407408e-05
Step 108 | epoch: 0.24
Step 109 | loss: 4.13616943359375
Step 109 | grad_norm: 1.5339466333389282
Step 109 | learning_rate: 9.200000000000001e-05
Step 109 | epoch: 0.24222222222222223
Step 110 | loss: 2.813347101211548
Step 110 | grad_norm: 2.8928897380828857
Step 110 | learning_rate: 9.192592592592592e-05
Step 110 | epoch: 0.24444444444444444
Step 111 | loss: 3.41109037399292
Step 111 | grad_norm: 1.4339656829833984
Step 111 | learning_rate: 9.185185185185186e-05
Step 111 | epoch: 0.24666666666666667
Step 112 | loss: 3.2702369689941406
Step 112 | grad_norm: 1.2423213720321655
Step 112 | learning_rate: 9.177777777777778e-05
Step 112 | epoch: 0.24888888888888888
Step 113 | loss: 3.783851146697998
Step 113 | grad_norm: 1.8282607793807983
Step 113 | learning_rate: 9.17037037037037e-05
Step 113 | epoch: 0.2511111111111111
Step 114 | loss: 4.015108585357666
Step 114 | grad_norm: 1.8450230360031128
Step 114 | learning_rate: 9.162962962962963e-05
Step 114 | epoch: 0.25333333333333335
Step 115 | loss: 4.054244041442871
Step 115 | grad_norm: 1.9458129405975342
Step 115 | learning_rate: 9.155555555555557e-05
Step 115 | epoch: 0.25555555555555554
Step 116 | loss: 3.941964626312256
Step 116 | grad_norm: 2.717425584793091
Step 116 | learning_rate: 9.148148148148149e-05
Step 116 | epoch: 0.2577777777777778
Step 117 | loss: 3.463134527206421
Step 117 | grad_norm: 1.7099952697753906
Step 117 | learning_rate: 9.140740740740741e-05
Step 117 | epoch: 0.26
Step 118 | loss: 3.8351588249206543
Step 118 | grad_norm: 1.7286981344223022
Step 118 | learning_rate: 9.133333333333334e-05
Step 118 | epoch: 0.26222222222222225
Step 119 | loss: 3.7258341312408447
Step 119 | grad_norm: 1.9945889711380005
Step 119 | learning_rate: 9.125925925925927e-05
Step 119 | epoch: 0.2644444444444444
Step 120 | loss: 4.22238826751709
Step 120 | grad_norm: 2.325970411300659
Step 120 | learning_rate: 9.118518518518518e-05
Step 120 | epoch: 0.26666666666666666
Step 121 | loss: 3.8218259811401367
Step 121 | grad_norm: 1.9527544975280762
Step 121 | learning_rate: 9.111111111111112e-05
Step 121 | epoch: 0.2688888888888889
Step 122 | loss: 3.3282642364501953
Step 122 | grad_norm: 2.8687820434570312
Step 122 | learning_rate: 9.103703703703704e-05
Step 122 | epoch: 0.27111111111111114
Step 123 | loss: 4.228704452514648
Step 123 | grad_norm: 2.2554843425750732
Step 123 | learning_rate: 9.096296296296298e-05
Step 123 | epoch: 0.2733333333333333
Step 124 | loss: 3.388274669647217
Step 124 | grad_norm: 1.6045533418655396
Step 124 | learning_rate: 9.088888888888889e-05
Step 124 | epoch: 0.27555555555555555
Step 125 | loss: 3.630641460418701
Step 125 | grad_norm: 1.6498388051986694
Step 125 | learning_rate: 9.081481481481482e-05
Step 125 | epoch: 0.2777777777777778
Step 126 | loss: 3.663536787033081
Step 126 | grad_norm: 1.3742479085922241
Step 126 | learning_rate: 9.074074074074075e-05
Step 126 | epoch: 0.28
Step 127 | loss: 3.663724660873413
Step 127 | grad_norm: 1.930742621421814
Step 127 | learning_rate: 9.066666666666667e-05
Step 127 | epoch: 0.2822222222222222
Step 128 | loss: 4.153759002685547
Step 128 | grad_norm: 1.8968437910079956
Step 128 | learning_rate: 9.05925925925926e-05
Step 128 | epoch: 0.28444444444444444
Step 129 | loss: 3.254028081893921
Step 129 | grad_norm: 1.4341228008270264
Step 129 | learning_rate: 9.051851851851853e-05
Step 129 | epoch: 0.2866666666666667
Step 130 | loss: 4.424694538116455
Step 130 | grad_norm: 1.7346123456954956
Step 130 | learning_rate: 9.044444444444445e-05
Step 130 | epoch: 0.28888888888888886
Step 131 | loss: 4.243151664733887
Step 131 | grad_norm: 1.7702841758728027
Step 131 | learning_rate: 9.037037037037038e-05
Step 131 | epoch: 0.2911111111111111
Step 132 | loss: 3.420604705810547
Step 132 | grad_norm: 1.902524709701538
Step 132 | learning_rate: 9.02962962962963e-05
Step 132 | epoch: 0.29333333333333333
Step 133 | loss: 3.7971417903900146
Step 133 | grad_norm: 2.3736460208892822
Step 133 | learning_rate: 9.022222222222224e-05
Step 133 | epoch: 0.29555555555555557
Step 134 | loss: 3.7888641357421875
Step 134 | grad_norm: 2.007096529006958
Step 134 | learning_rate: 9.014814814814815e-05
Step 134 | epoch: 0.29777777777777775
Step 135 | loss: 3.730861186981201
Step 135 | grad_norm: 2.1028120517730713
Step 135 | learning_rate: 9.007407407407408e-05
Step 135 | epoch: 0.3
Step 136 | loss: 3.926933765411377
Step 136 | grad_norm: 2.257469654083252
Step 136 | learning_rate: 9e-05
Step 136 | epoch: 0.3022222222222222
Step 137 | loss: 3.2597217559814453
Step 137 | grad_norm: 1.9299591779708862
Step 137 | learning_rate: 8.992592592592594e-05
Step 137 | epoch: 0.30444444444444446
Step 138 | loss: 4.154287338256836
Step 138 | grad_norm: 1.7906233072280884
Step 138 | learning_rate: 8.985185185185185e-05
Step 138 | epoch: 0.30666666666666664
Step 139 | loss: 3.81929612159729
Step 139 | grad_norm: 1.724912405014038
Step 139 | learning_rate: 8.977777777777779e-05
Step 139 | epoch: 0.3088888888888889
Step 140 | loss: 2.8118624687194824
Step 140 | grad_norm: 1.5866148471832275
Step 140 | learning_rate: 8.970370370370371e-05
Step 140 | epoch: 0.3111111111111111
Step 141 | loss: 3.349393844604492
Step 141 | grad_norm: 1.9168304204940796
Step 141 | learning_rate: 8.962962962962963e-05
Step 141 | epoch: 0.31333333333333335
Step 142 | loss: 3.628068208694458
Step 142 | grad_norm: 2.149007558822632
Step 142 | learning_rate: 8.955555555555556e-05
Step 142 | epoch: 0.31555555555555553
Step 143 | loss: 3.61525297164917
Step 143 | grad_norm: 1.701284646987915
Step 143 | learning_rate: 8.94814814814815e-05
Step 143 | epoch: 0.31777777777777777
Step 144 | loss: 3.7280380725860596
Step 144 | grad_norm: 2.139664888381958
Step 144 | learning_rate: 8.94074074074074e-05
Step 144 | epoch: 0.32
Step 145 | loss: 3.8945534229278564
Step 145 | grad_norm: 1.6791183948516846
Step 145 | learning_rate: 8.933333333333334e-05
Step 145 | epoch: 0.32222222222222224
Step 146 | loss: 3.112375497817993
Step 146 | grad_norm: 3.1573855876922607
Step 146 | learning_rate: 8.925925925925926e-05
Step 146 | epoch: 0.3244444444444444
Step 147 | loss: 3.575579881668091
Step 147 | grad_norm: 1.977605938911438
Step 147 | learning_rate: 8.918518518518519e-05
Step 147 | epoch: 0.32666666666666666
Step 148 | loss: 4.55814790725708
Step 148 | grad_norm: 2.4477365016937256
Step 148 | learning_rate: 8.911111111111111e-05
Step 148 | epoch: 0.3288888888888889
Step 149 | loss: 3.550509214401245
Step 149 | grad_norm: 1.8805502653121948
Step 149 | learning_rate: 8.903703703703705e-05
Step 149 | epoch: 0.33111111111111113
Step 150 | loss: 4.304312229156494
Step 150 | grad_norm: 2.0862693786621094
Step 150 | learning_rate: 8.896296296296297e-05
Step 150 | epoch: 0.3333333333333333
Step 151 | loss: 3.837393283843994
Step 151 | grad_norm: 1.8830775022506714
Step 151 | learning_rate: 8.888888888888889e-05
Step 151 | epoch: 0.33555555555555555
Step 152 | loss: 3.8158833980560303
Step 152 | grad_norm: 3.9857535362243652
Step 152 | learning_rate: 8.881481481481482e-05
Step 152 | epoch: 0.3377777777777778
Step 153 | loss: 2.9119131565093994
Step 153 | grad_norm: 1.5220487117767334
Step 153 | learning_rate: 8.874074074074075e-05
Step 153 | epoch: 0.34
Step 154 | loss: 4.084537982940674
Step 154 | grad_norm: 2.186084508895874
Step 154 | learning_rate: 8.866666666666668e-05
Step 154 | epoch: 0.3422222222222222
Step 155 | loss: 2.9483795166015625
Step 155 | grad_norm: 1.59071683883667
Step 155 | learning_rate: 8.85925925925926e-05
Step 155 | epoch: 0.34444444444444444
Step 156 | loss: 3.241762161254883
Step 156 | grad_norm: 1.4914376735687256
Step 156 | learning_rate: 8.851851851851852e-05
Step 156 | epoch: 0.3466666666666667
Step 157 | loss: 3.876000165939331
Step 157 | grad_norm: 2.1844189167022705
Step 157 | learning_rate: 8.844444444444445e-05
Step 157 | epoch: 0.3488888888888889
Step 158 | loss: 3.3671910762786865
Step 158 | grad_norm: 1.7551939487457275
Step 158 | learning_rate: 8.837037037037037e-05
Step 158 | epoch: 0.3511111111111111
Step 159 | loss: 3.7029831409454346
Step 159 | grad_norm: 1.9578931331634521
Step 159 | learning_rate: 8.82962962962963e-05
Step 159 | epoch: 0.35333333333333333
Step 160 | loss: 3.0703494548797607
Step 160 | grad_norm: 1.5658938884735107
Step 160 | learning_rate: 8.822222222222223e-05
Step 160 | epoch: 0.35555555555555557
Step 161 | loss: 3.3451664447784424
Step 161 | grad_norm: 1.869288444519043
Step 161 | learning_rate: 8.814814814814815e-05
Step 161 | epoch: 0.35777777777777775
Step 162 | loss: 3.111438035964966
Step 162 | grad_norm: 1.483860731124878
Step 162 | learning_rate: 8.807407407407407e-05
Step 162 | epoch: 0.36
Step 163 | loss: 3.8304338455200195
Step 163 | grad_norm: 2.660231828689575
Step 163 | learning_rate: 8.800000000000001e-05
Step 163 | epoch: 0.3622222222222222
Step 164 | loss: 2.7526113986968994
Step 164 | grad_norm: 1.5973950624465942
Step 164 | learning_rate: 8.792592592592593e-05
Step 164 | epoch: 0.36444444444444446
Step 165 | loss: 3.6930654048919678
Step 165 | grad_norm: 2.1673479080200195
Step 165 | learning_rate: 8.785185185185186e-05
Step 165 | epoch: 0.36666666666666664
Step 166 | loss: 4.157426357269287
Step 166 | grad_norm: 2.169955253601074
Step 166 | learning_rate: 8.777777777777778e-05
Step 166 | epoch: 0.3688888888888889
Step 167 | loss: 3.4928019046783447
Step 167 | grad_norm: 2.256622314453125
Step 167 | learning_rate: 8.77037037037037e-05
Step 167 | epoch: 0.3711111111111111
Step 168 | loss: 3.7676942348480225
Step 168 | grad_norm: 1.8199100494384766
